,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Organization Categories
24,2020-01-06,Main Street Bank,Electronic,False,1.0,False,False,False,True,False,False,False,High street bank is a term that originated in the U.K. for large retail banks with many locations and a diverse selection of banking services.
25,2020-01-06,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Oct 18, 2022 ... Also known as savings & loan or building & loan associations (Ponce Bank was founded as Ponce de Leon Federal Savings & Loan Association), ..."
26,2020-01-06,Bank of America,Paper,True,1.0,True,True,False,False,True,False,False,"Apr 28, 2021 ... ... organization is making the switch to FieldTurf in order to provide a consistent playing surface. In addition to a full slate of NFL and MLS ..."
27,2020-01-06,AmeriSave Mortgage Corporation,Electronic,False,101.0,True,False,False,False,True,False,False,"Jan 25, 2023 ... The Montgomery, Texas-based area manager, who moved from AmeriSave Mortgage Corporation ... “Mortgage rates on most loan types decreased last ..."
28,2020-01-06,National Electrical Contractors Association,Electronic,True,2.0,True,False,False,True,True,False,False,"Nov 2, 2022 ... ChargePoint of Campbell, California and the National Electrical Contractors Association (NECA) are partnering to provide training to NECA ..."
29,2020-01-06,"American Express Travel Related Services Company, Inc.",Electronic,False,242.0,False,False,False,True,False,False,False,"Assigned to AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC. ... company having a large consumer service call center to identify specific types of consumers ..."
31,2020-01-06,Discover Financial Services,Paper,False,2.0,True,True,False,False,True,False,False,"AI can help financial services organizations control manual errors in data processing, analytics, document processing and onboarding, customer interactions, and ..."
32,2020-01-06,Rockland Trust,Paper,True,1.0,False,True,False,False,True,False,False,"Oct 4, 2022 ... ... Type 2 strain, Oberste said. “This started its journey somewhere ... In Rockland County, more than 6,400 doses of the inactivated vaccine ..."
33,2020-01-07,Owens Community College,Electronic,True,1.0,True,False,False,False,True,False,False,"Nov 5, 2022 ... Owens Community College presents the Fall 2022 Student Production of ... In “Word, Words, Words,” monkeys type into infinity in an attempt to ..."
34,2020-01-07,Brigham and Women's Hospital,Electronic,True,1.0,True,False,False,False,True,False,False,"Dec 7, 2018 ... A new study by investigators from Brigham and Women's Hospital ... who reported consuming a Mediterranean-type diet. Researchers found a 25 ..."
35,2020-01-07,Tabor Dental Associates,Electronic,True,1.0,True,True,True,True,True,False,False,"Nov 21, 2022 ... ... Tabor University, Debre Tabor, Ethiopia; Department of Biochemistry ... associates, Focus forward, Navigant consulting, Spherix, MedIQ ..."
36,2020-01-07,ExamOne (a Quest Diagnostics company),Paper,True,1.0,True,False,True,False,True,False,False,"Apr 28, 2020 ... During a recent webinar for the National Association of Insurance and Financial Advisors, Brock Jolly, a financial advisor, said “None of us has ..."
37,2020-01-07,Watertown Savings Bank,Electronic,False,9.0,False,False,False,True,False,False,False,"Sep 28, 2022 ... ... Association; Watertown Savings Bank; ThermOil, Inc.; Quebrada Baking Company; and Anoush'ella (Saj Kitchen); as well as the Armenia Tree ..."
38,2020-01-07,Georgetown Day School,Electronic,False,5.0,True,False,False,False,True,False,False,"Sep 10, 2021 ... ... Georgetown Day School student (""It was just a wow-I-really-just-got-egged type of moment,” Ben Finkelstein said). Ouef, that's gotta hurt ..."
39,2020-01-08,"American Express Travel Related Services Company, Inc.",Electronic,False,270.0,False,False,False,True,False,False,False,"Assigned to AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC. ... company having a large consumer service call center to identify specific types of consumers ..."
40,2020-01-08,"Charles Schwab & Co., Inc.",Paper,False,1.0,False,True,False,False,False,False,False,"Jun 13, 2022 ... "" Without admitting or denying the SEC's findings, Schwab's investment adviser subsidiaries, Charles Schwab & Co., Inc., Charles Schwab ..."
41,2020-01-08,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Oct 18, 2022 ... Also known as savings & loan or building & loan associations (Ponce Bank was founded as Ponce de Leon Federal Savings & Loan Association), ..."
42,2020-01-08,HRB Tax Group Inc.,Paper,True,5.0,True,False,False,False,True,False,False,"... tax collection system and method for debit-type transactions. US20030040992A1 ... Hrb Tax Group, Inc. System and method for preparing a tax return using ..."
43,2020-01-08,"American Express Travel Related Services Company, Inc",Electronic,False,341.0,False,False,False,True,False,False,False,"Assigned to AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC. ... company having a large consumer service call center to identify specific types of consumers ..."
44,2020-01-08,Savers Bank,Electronic,False,2.0,False,False,False,True,False,False,False,A mutual savings bank is a type of thrift institution originally designed to serve low-income individuals. more. Related Articles.
45,2020-01-08,The Cooperative Bank of Cape Cod,Electronic,False,550.0,False,False,False,True,False,False,False,Agility Bank National Association (TX); AgriBank FCB (MN); Agriculture Federal Credit ... The Cooperative Bank of Cape Cod; The Cornerstone Bank (MO); The County ...
46,2020-01-09,Salem Five Cents Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Jan 15, 2019 ... Salem Five Direct is an online division of Salem Five Cents Savings Bank, which is based in Salem, Massachusetts. ... organization called Plant-It ..."
47,2020-01-09,Salem Five Cents Savings Bank,Electronic,False,6.0,False,False,False,True,False,False,False,"Jan 15, 2019 ... Salem Five Direct is an online division of Salem Five Cents Savings Bank, which is based in Salem, Massachusetts. ... organization called Plant-It ..."
48,2020-01-09,The Village Bank,Electronic,False,3.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
49,2020-01-09,"SharesPost, Inc.",Electronic,True,100.0,True,True,False,False,True,False,False,"GE Vernova, is expected to spin in early 2024. Following this second planned spin-off, GE would be an aviation-focused company called GE Aerospace. Why did GE ..."
50,2020-01-09,Eastern Bank,Electronic,False,158.0,False,False,False,True,False,False,False,"Dec 7, 2022 ... Eastern Bank and the Foundation for Business Equity (FBE), an award-winning Boston-based nonprofit organization working to scale small ..."
51,2020-01-09,American Outdoor Brands Corporation,Electronic,True,20.0,False,True,False,False,True,False,False,"Sep 14, 2022 ... American outdoor clothing brand company Patagonia store in Hong Kong. ... company's stock to a specially designed trust and a nonprofit ..."
52,2020-01-09,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
53,2020-01-09,National Holdings Corporation,Electronic,True,72.0,True,True,True,False,True,False,False,"The SDR is an international reserve asset. The SDR is not a currency, but its value is based on a basket of five currencies—the US dollar, the euro, ..."
54,2020-01-10,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",Electronic,False,5.0,False,False,False,True,False,False,False,"American Express (AXP) Q3 2022 Earnings Call Transcript. By Motley Fool Transcribing – Oct 21, 2022 at 2:00PM. You're reading a free article with opinions ..."
55,2020-01-10,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
56,2020-01-10,"Gatsby Enterprises, Inc.",Electronic,True,10.0,True,False,False,False,False,False,False,"Jul 6, 2020 ... ... Type': 'application/x-www-form-urlencoded' }, body: encode({ 'form ... Site design / logo © 2023 Stack Exchange Inc; user contributions licensed ..."
57,2020-01-10,The City of Dothan,Electronic,False,2.0,False,False,False,True,True,False,False,"Aug 24, 2021 ... ... kind of depends.” ..."
58,2020-01-10,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Oct 18, 2022 ... Also known as savings & loan or building & loan associations (Ponce Bank was founded as Ponce de Leon Federal Savings & Loan Association), ..."
59,2020-01-10,The City of Port Orange,Electronic,False,9.0,False,False,False,True,True,False,False,"Oct 1, 2022 ... Biden, Jr. approved the Seminole Tribe of Florida Chairman Marcellus W. Osceola's request for an expedited major disaster declaration. This ..."
60,2020-01-10,"Health Quest Systems, Inc.",Electronic,True,138.0,True,True,True,True,True,False,False,"Feb 2, 2023 ... ... Health Systems and Senior Medical Director, Advanced Diagnostics, Women's Health ... Pack Health, a company Quest acquired in early 2022 to add ..."
61,2020-01-10,PIH Health,Electronic,True,12.0,False,False,True,False,False,False,False,"Apr 13, 2020 ... PIH will coordinate closely with the state's Department of Public Health ... organization with a much larger infrastructure,” Baker said. “The ..."
62,2020-01-13,"Swift Financial, LLC",Electronic,True,1.0,False,True,False,False,True,False,False,"Jul 20, 2021 ... A financial transfer between banks in two different countries would be a logistical nightmare if there weren't a standardized method for ..."
63,2020-01-13,Winged Keel Group,Electronic,True,6.0,True,False,True,False,True,False,False,"You can join a group to have discussions about a topic or communicate with your team, organization, class, or other people. Some groups let you join immediately ..."
64,2020-01-14,Decron Properties Corporation,Electronic,True,9.0,True,True,True,False,True,False,False,Because of carded web has bulky hand and three-dimensional structure ... CN106757782B 2019-04-02 A kind of preparation method of environment-friendly type water ...
65,2020-01-14,City of Bend,Electronic,False,2.0,False,False,False,True,True,False,False,"Oct 12, 2022 ... ... types, as well as making the city more safe for biking and walking. ... “Our organization's involvement is a reflection of that and that's why we ..."
66,2020-01-15,Salem Five Cents Savings Bank,Electronic,False,3.0,False,False,False,True,False,False,False,"Jan 15, 2019 ... Salem Five Direct is an online division of Salem Five Cents Savings Bank, which is based in Salem, Massachusetts. ... organization called Plant-It ..."
67,2020-01-15,"Psy Therapeutics, Inc.",Paper,False,1.0,True,False,False,False,True,False,False,"... type of faking was observed in their responses: the use of only extreme ... Journal of Applied Psychology, Vol 96(1), Jan 2011, 168. NLM Title Abbreviation. J ..."
68,2020-01-15,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Oct 18, 2022 ... Also known as savings & loan or building & loan associations (Ponce Bank was founded as Ponce de Leon Federal Savings & Loan Association), ..."
69,2020-01-15,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False,A mutual savings bank is a type of thrift institution originally designed to serve low-income individuals. more. Related Articles.
70,2020-01-15,"Legalinc Corporate Services, Inc.",Electronic,True,23.0,True,False,False,False,True,False,False,A method and a server system for facilitating implementation of regulations by organizations is described. Regulations are sourced from data stores ...
71,2020-01-15,"AgencyONE, LLC",Electronic,True,128.0,True,True,True,False,True,False,False,"Jan 5, 2022 ... ... type. Searching for your ... SPG Strengthens Wealth Management Offering with Acquisition of Assets of AgencyONE. Specialty Program Group LLC ..."
72,2020-01-16,Eagle Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Aug 16, 2022 ... The Board found that EagleBank had deficient internal controls over insider lending practices between 2015 and 2018, which allowed the bank to ..."
73,2020-01-16,Rockland Trust Company,Paper,True,1.0,False,True,False,False,True,False,False,"Rockland Trust Co., which opened two branches in Worcester last year, has named two new people to its board, concurrently with parent company Independent ..."
74,2020-01-16,Massachusetts General Hospital,Electronic,True,1.0,False,False,False,False,False,False,False,"Mar 7, 2023 ... This study was supported by the National Institutes of Health and the American Diabetes Association. About the Massachusetts General Hospital."
75,2020-01-16,The National Association of Manufacturers,Electronic,True,4.0,True,True,False,True,True,False,False,"Sep 19, 2022 ... The National Association of Manufacturers is the largest manufacturing association ... structure of international industrial organization. North ..."
76,2020-01-16,"Kayne Anderson Capital Advisors, L.P.",Electronic,True,4.0,True,False,False,False,True,False,False,"Dec 14, 2022 ... Kayne Anderson Capital Advisors LP. Follow. U. S. Oil & Gas Corp. Follow. NEW YORK, Dec 14 (Reuters) - Kayne Anderson Capital Advisors has ..."
77,2020-01-16,Northerner Scandinavia AB,Electronic,True,42.0,False,False,False,True,False,False,False,"> this decision. At that time (1949) Iceland joined NATO as a founding member of that organization, and there were negotiations with NATO and the US government"
78,2020-01-17,THE VILLAGE BANK,Electronic,False,26.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
79,2020-01-17,Eagle Bank,Electronic,False,9.0,False,False,False,True,False,False,False,"Aug 16, 2022 ... The Board found that EagleBank had deficient internal controls over insider lending practices between 2015 and 2018, which allowed the bank to ..."
80,2020-01-17,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",Electronic,False,36.0,False,False,False,True,False,False,False,"American Express (AXP) Q3 2022 Earnings Call Transcript. By Motley Fool Transcribing – Oct 21, 2022 at 2:00PM. You're reading a free article with opinions ..."
81,2020-01-17,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",Paper,False,2.0,False,False,False,True,False,False,False,"American Express (AXP) Q3 2022 Earnings Call Transcript. By Motley Fool Transcribing – Oct 21, 2022 at 2:00PM. You're reading a free article with opinions ..."
82,2020-01-17,Kermit Lynch Wine Merchant,Electronic,True,1.0,False,False,False,True,False,False,False,... Kermit Lynch Wine Merchant Susan Scandrett Westbrae Nursery. Organizational Sponsors: Anna's Hummingbird. Federated Indians of Graton Rancheria logo. Green ...
83,2020-01-17,St. Marys Credit Union,Electronic,False,24.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
84,2020-01-17,Main Street Bank,Electronic,False,1.0,False,False,False,True,False,False,False,High street bank is a term that originated in the U.K. for large retail banks with many locations and a diverse selection of banking services.
85,2020-01-17,"J.D. England Management, Inc.",Electronic,True,39.0,False,False,True,False,True,False,False,"Jun 21, 2023 ... Consultants (often referred to as management consultants) help organisations manage change and solve problems so they operate more efficiently ..."
86,2020-01-17,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,"Oct 18, 2022 ... Also known as savings & loan or building & loan associations (Ponce Bank was founded as Ponce de Leon Federal Savings & Loan Association), ..."
87,2020-01-17,Rockland Trust Company,Paper,True,1.0,False,True,False,False,True,False,False,"Rockland Trust Co., which opened two branches in Worcester last year, has named two new people to its board, concurrently with parent company Independent ..."
88,2020-01-17,Rockland Trust Co,Paper,True,1.0,False,True,False,False,True,False,False,"Share via Email. Print Article; Add PDF to Cart. Write a Comment. By Monica Benevides. Rockland Trust Co ... Association, a member of the Springfield Empowerment ..."
89,2020-01-17,Rockland Trust Company,Paper,True,1.0,False,True,False,False,True,False,False,"Rockland Trust Co., which opened two branches in Worcester last year, has named two new people to its board, concurrently with parent company Independent ..."
90,2020-01-17,Honeybee Health,Electronic,True,22.0,False,False,False,True,False,False,False,"Jul 18, 2022 ... In addition, honey bee colonies cope with changes in health, age demography, resource availability, and other factors through flexible changes ..."
91,2020-01-20,Delta Dental of Massachusetts,Electronic,True,16.0,True,False,False,False,True,False,False,"Oct 18, 2022 ... ... dental insurance to employers, smaller mom and pop type organizations. ... Delta Dental of Massachusetts referred all questions to Doug Rubin ..."
92,2020-01-20,"The UPS Store, Inc.",Electronic,True,115.0,True,True,True,True,True,False,False,"Acceptable. Marketing taglines. TD Bank, America's Most Convenient Bank; GNC Live Well. TD Bank; GNC. Store codes. The UPS Store - 2872 ... organization. Create a ..."
93,2020-01-21,Rockland Trust Company,Paper,True,1.0,False,True,False,False,True,False,False,"Rockland Trust Co., which opened two branches in Worcester last year, has named two new people to its board, concurrently with parent company Independent ..."
94,2020-01-21,Rockland Trust Company,Paper,True,1.0,False,True,False,False,True,False,False,"Rockland Trust Co., which opened two branches in Worcester last year, has named two new people to its board, concurrently with parent company Independent ..."
95,2020-01-21,Main Street Bank,Electronic,False,46.0,False,False,False,True,False,False,False,High street bank is a term that originated in the U.K. for large retail banks with many locations and a diverse selection of banking services.
96,2020-01-21,Braintrust Software LLC dba The Braintrust Consulting Group,Electronic,True,2.0,False,False,False,True,False,False,False,"(with supporting software and services) for Unity, a DM ecosystem that ... DW Specialist, Oakton Software LLC steve dine. President, Datasource Consulting, LLC."
97,2020-01-21,Mutual One Bank,Electronic,False,7.0,False,False,False,True,False,False,False,"Oct 18, 2022 ... Also known as savings & loan or building & loan associations (Ponce Bank was founded as Ponce de Leon Federal Savings & Loan Association), ..."
98,2020-01-21,"Sunshine Behavioral Health Group, LLC",Electronic,True,56.0,False,True,False,True,True,False,False,"... group created by a city code to make recommendations to the city council or ... LLC. v. City of Miami,. 828 so. 2d 411 (Fla. 3d DCa 2002) (city did not ..."
99,2020-01-21,St Mary's Credit Union,Electronic,False,1.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
100,2020-01-22,"American Express Travel Related Services Company, Inc.",Electronic,False,10.0,False,False,False,True,False,False,False,"Assigned to AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC. ... company having a large consumer service call center to identify specific types of consumers ..."
101,2020-01-22,ST MARYS CREDIT UNION,Electronic,False,50.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
102,2020-01-22,Dedham Savings,Electronic,False,1.0,False,False,False,True,False,False,False,"Sep 10, 2019 ... ... type of content we're pushing out and evaluate what's ... Brand Slam Awards: Dedham Savings' social media campaign aims at younger customers."
103,2020-01-22,Dedham Savings,Electronic,False,3.0,False,False,False,True,False,False,False,"Sep 10, 2019 ... ... type of content we're pushing out and evaluate what's ... Brand Slam Awards: Dedham Savings' social media campaign aims at younger customers."
104,2020-01-22,Dedham Savings,Electronic,False,1.0,False,False,False,True,False,False,False,"Sep 10, 2019 ... ... type of content we're pushing out and evaluate what's ... Brand Slam Awards: Dedham Savings' social media campaign aims at younger customers."
105,2020-01-22,Dedham Savings,Electronic,False,2.0,False,False,False,True,False,False,False,"Sep 10, 2019 ... ... type of content we're pushing out and evaluate what's ... Brand Slam Awards: Dedham Savings' social media campaign aims at younger customers."
106,2020-01-22,Dedham Savings,Electronic,False,37.0,False,False,False,True,False,False,False,"Sep 10, 2019 ... ... type of content we're pushing out and evaluate what's ... Brand Slam Awards: Dedham Savings' social media campaign aims at younger customers."
107,2020-01-22,Dedham Savings,Electronic,False,64.0,False,False,False,True,False,False,False,"Sep 10, 2019 ... ... type of content we're pushing out and evaluate what's ... Brand Slam Awards: Dedham Savings' social media campaign aims at younger customers."
108,2020-01-22,The Village Bank,Electronic,False,46.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
109,2020-01-22,"Transamerica, LLC and its affiliates",Electronic,False,11.0,True,False,False,False,True,False,False,"Nov 7, 2022 ... With our secure mobile app, it's easy to harness the power of your Transamerica HSA and other health benefit accounts."
110,2020-01-22,The Village Bank,Electronic,False,4.0,False,False,False,True,False,False,False,"Easily access all of your accounts and features right at your fingertips with our mobile app. Manage your accounts, deposit checks, make transfers, ..."
111,2020-01-22,Rockland Trust Company,Paper,False,1.0,False,True,False,False,True,False,False,"Rockland Trust Co., which opened two branches in Worcester last year, has named two new people to its board, concurrently with parent company Independent ..."
112,2020-01-22,"REVA, Inc.",Electronic,True,7.0,True,False,False,False,True,False,False,"Nov 1, 2022 ... ... type. Searching for your ... Company Orthodontics, Inc. and Critikon Company, LLC, each of which was subsequently acquired. In addition to REVA ..."
113,2020-01-22,Rosen Sapperstein & Friedlander LLC,Electronic,True,1.0,True,False,False,False,True,False,False,"Jul 6, 2020 ... Rosen, Sapperstein & Friedlander LLC: The Towson accounting firm received a loan supporting 69 employees. ... 11,768,689 PPP Loans. Transaction ..."
114,2020-01-22,Lincoln National Life Insurance Company,Electronic,True,87.0,True,False,False,False,True,False,False,Not Found
115,2020-01-23,Dedham Savings,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
116,2020-01-24,Salem Five Cents Savings Bank,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
117,2020-01-24,PeoplesBank,Paper,True,1.0,True,True,False,False,True,False,False,Not Found
118,2020-01-24,Discover Financial Services,Electronic,False,1.0,True,True,False,False,True,False,False,Not Found
119,2020-01-24,WINCHESTER SAVINGS BANK,Electronic,False,1.0,False,False,False,True,False,False,False,"Grand Savings Bank is your personal financial advocate that gives you the ability to aggregate all of your financial accounts, including accounts from other ..."
120,2020-01-24,St. Marys Credit Union,Electronic,False,3.0,False,False,False,True,False,False,False,Not Found
121,2020-01-24,Main Street Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
122,2020-01-24,"AmeriHealth Caritas Louisiana, Inc.",Electronic,True,1.0,True,False,False,False,True,False,False,Not Found
123,2020-01-24,Pacific Specialty Insurance Company,Electronic,True,1.0,True,False,True,False,True,False,False,Not Found
124,2020-01-24,"Travel Tripper, LLC",Electronic,True,1.0,False,False,False,True,True,False,False,... organizations must be provided by the PA in the description for this Rate Type. ... Free format text: SECURITY INTEREST;ASSIGNOR:TRAVEL TRIPPER LLC;REEL/FRAME: ...
125,2020-01-26,NBKC Bank,Electronic,True,24.0,True,True,False,False,True,False,False,"Aug 18, 2023 ... Our experts answer readers' investing questions and write unbiased product reviews (here's how we assess investing products). ... NBKC Bank. NBKC ..."
126,2020-01-27,"American Express Travel Related Services Company, Inc",Electronic,False,5.0,False,False,False,True,False,False,False,"Assigned to AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC. ... company having a large consumer service call center to identify specific types of consumers ..."
127,2020-01-27,"American Express Travel Related Services Company, Inc.",Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
128,2020-01-27,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
129,2020-01-27,Main Street Bank,Electronic,False,66.0,False,False,False,True,False,False,False,Not Found
130,2020-01-27,Allways Health Partners,Paper,True,8.0,False,False,False,False,True,False,False,"Jun 29, 2022 ... Massachusetts-based AllWays Health Partners is getting its second name change in recent years to highlight its integration with Mass General ..."
131,2020-01-28,St. Marys Credit Union,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
132,2020-01-28,Stone Mountain Memorial Association,Electronic,True,1.0,True,False,False,False,True,False,False,Not Found
133,2020-01-29,Rockland Trust Co,Paper,True,2.0,False,True,False,False,True,False,False,"Share via Email. Print Article; Add PDF to Cart. Write a Comment. By Monica Benevides. Rockland Trust Co ... Association, a member of the Springfield Empowerment ..."
134,2020-01-29,Main Street Bank,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
135,2020-01-29,The Stow Company,Electronic,True,4.0,True,False,False,False,True,False,False,Not Found
136,2020-01-30,Ameriprise Financial Inc.,Electronic,True,2.0,True,False,False,False,True,False,False,Not Found
